xgb,real_test,ridge,knn,dt,svm,deep,id
4.9988647,4.127134385045092,3.321354747288042,5.277800878284335,4.095925533489546,3.029318745882317,5.0056868,62
2.388658,2.302585092994046,3.170042421969079,2.302585092994046,2.473678898732379,2.495717424117843,2.366131,63
4.104453,6.008813185442595,3.4539008911878493,4.3263993879069575,4.095925533489546,3.6067400824969726,3.727827,64
2.3284085,2.302585092994046,3.006808458043103,2.302585092994046,2.473678898732379,2.071438996318951,2.2420235,65
2.3037848,2.302585092994046,3.0417386818150125,2.302585092994046,2.473678898732379,2.3245688509534967,2.242047,66
2.3205357,2.302585092994046,3.1325728311857577,2.81930078286229,2.473678898732379,2.455411198738515,2.5230255,67
3.9676766,2.4849066497880004,3.4319866239934282,3.0307284594640085,4.095925533489546,3.5321984551287278,3.063376,68
2.259016,2.302585092994046,3.0929978865588126,2.302585092994046,2.473678898732379,2.2154068570219203,2.4471183,69
2.3198743,2.302585092994046,3.083111572368366,2.302585092994046,2.473678898732379,2.2758864967595045,2.2104132,70
2.3206358,2.302585092994046,3.120102500605305,2.302585092994046,2.473678898732379,2.171913797523518,2.251131,71
3.2733917,2.302585092994046,3.3965440278349703,3.226796998934824,4.095925533489546,3.3865718958010422,3.7453685,72
4.3469443,5.648974238161206,3.4241739467278793,4.09574111717996,4.095925533489546,3.1494552911588385,3.5767894,73
2.3600192,2.302585092994046,3.0069995642488965,3.7416471966339215,2.473678898732379,2.428409574554777,2.3657072,74
3.0892792,2.302585092994046,3.501906550871209,2.9131718518363474,4.095925533489546,3.666575388545989,3.595826,75
3.8879106,4.624972813284271,3.5702777524216085,4.923257137830964,4.095925533489546,3.4188586753257635,3.97976,76
2.2554336,2.302585092994046,3.0186136388316194,2.302585092994046,2.473678898732379,2.0828180187784056,2.402484,77
2.3136983,2.302585092994046,2.932334853481704,2.302585092994046,2.473678898732379,2.522623345692798,2.0607004,78
2.7396936,2.302585092994046,3.112140016166618,2.302585092994046,2.473678898732379,2.807514140846431,2.9160872,79
4.3869824,2.9444389791664403,3.460461472658157,3.7681019563995246,4.095925533489546,3.709393490822247,3.517282,80
4.8184314,2.995732273553991,3.4079267944237457,3.4036739630332815,4.095925533489546,3.4093344458294994,3.3670435,81
3.4466255,2.302585092994046,3.449688921781615,3.6721983937594125,4.095925533489546,3.4644906411312335,3.6643891,82
2.4300098,2.302585092994046,3.11427494278624,2.302585092994046,2.473678898732379,2.3797160218003484,2.6364136,83
3.7102993,5.3612921657094255,3.6547370990070034,4.561831714285168,4.095925533489546,3.788805753770045,3.5059865,84
2.399087,2.302585092994046,3.024670482303578,3.3331560757218814,2.473678898732379,2.364870310310436,2.615345,85
4.92977,3.784189633918261,3.410735587952142,3.8638930840815346,4.095925533489546,3.3544285506391485,4.91154,86
4.2619023,3.6109179126442243,3.6938143745896377,3.994566114046317,4.095925533489546,4.283164326679207,4.3688087,87
2.421028,2.302585092994046,3.1152340238035947,2.699893894273191,2.473678898732379,2.40875405634273,2.340642,88
2.2489944,2.302585092994046,3.058527286157542,2.302585092994046,2.473678898732379,2.0936281837301993,2.642913,89
2.3251598,2.302585092994046,3.055305827754583,3.083176324115885,2.473678898732379,2.3780529476973156,2.7311063,90
2.3360639,2.302585092994046,3.127490447862112,2.4630485645371447,2.473678898732379,2.455365695521567,2.3329651,91
2.3102965,2.302585092994046,3.0488690439989017,2.302585092994046,2.473678898732379,2.4494262634577213,2.4201615,92
2.281497,2.302585092994046,3.0551708647454188,2.302585092994046,2.473678898732379,2.09492083182809,2.089154,93
2.2905092,2.302585092994046,3.074574229560397,2.302585092994046,2.473678898732379,2.224403498570705,2.3304245,94
4.5417237,5.455321115357702,3.485156984979114,4.134319757951836,4.095925533489546,3.5339868019596268,4.0573907,95
2.3132188,2.302585092994046,3.0453306961347884,2.302585092994046,2.473678898732379,2.357471985775601,2.214578,96
3.190524,4.23410650459726,3.4863327440951473,3.6318649663717038,4.095925533489546,3.5770598022280575,3.2816982,97
4.97863,5.0106352940962555,3.338489743781178,5.250150887126345,4.095925533489546,3.3939366335379253,4.7656775,98
2.2743456,2.302585092994046,2.9756256741926688,2.302585092994046,2.473678898732379,2.3248483922233034,1.9768231,99
2.2927785,2.302585092994046,2.985679797027934,2.302585092994046,2.473678898732379,2.1303816431335663,2.357928,100
2.390254,2.302585092994046,3.046407028893901,2.302585092994046,2.473678898732379,2.040877554709207,2.6109781,101
2.3584757,2.302585092994046,3.1128864805465595,2.302585092994046,2.473678898732379,2.2907179099702564,2.4284973,102
2.301991,2.302585092994046,3.013743431915978,2.302585092994046,2.473678898732379,2.304406454108402,2.4577188,103
2.3124125,2.302585092994046,3.1282438550709815,2.302585092994046,2.473678898732379,2.5685910577504343,2.173002,104
2.259268,2.302585092994046,2.995911770976361,2.302585092994046,2.473678898732379,2.2451885639736973,2.170247,105
5.1084547,3.4657359027997265,3.4856003390802175,5.016968843836523,4.095925533489546,3.7696064569202528,4.440933,106
3.7008543,3.58351893845611,3.4306901129195855,3.2723773881333127,4.095925533489546,3.2739163268163103,3.440448,107
2.3166518,2.302585092994046,2.99601667588968,2.302585092994046,2.473678898732379,2.421441671012301,2.2243233,108
2.313613,2.302585092994046,3.0427997048020607,2.4630485645371447,2.473678898732379,2.0997438186941153,2.0268068,109
2.3382068,2.302585092994046,2.942595038999582,2.302585092994046,2.473678898732379,2.322462542828334,2.0743613,110
2.2755904,2.302585092994046,2.9880696406568017,2.302585092994046,2.473678898732379,2.227718186905466,2.3091846,111
2.2973533,2.302585092994046,3.0342565714779197,2.302585092994046,2.473678898732379,2.1325851573263988,2.3921785,112
2.304986,2.302585092994046,3.1009652868996067,2.615775835117888,2.473678898732379,2.4581716836848213,2.7323108,113
2.3174295,2.302585092994046,3.1301476092000664,2.302585092994046,2.473678898732379,2.1694881021462544,2.2450676,114
5.2712884,6.021023349349527,3.356075856593917,3.7473075797797977,4.095925533489546,3.3520106619944032,5.5015526,115
3.2966816,2.302585092994046,3.358370053233022,3.448724901015038,4.095925533489546,3.248545984130209,3.9713464,116
2.3072667,2.302585092994046,3.0357372803846134,2.302585092994046,2.473678898732379,2.3937924093161342,2.3008249,117
3.4523678,2.8903717578961645,3.4132698600710722,4.636119238269467,4.095925533489546,3.406705156861665,3.1872385,118
4.440606,3.7612001156935624,3.301132291505426,3.0515181613825435,4.095925533489546,2.9104728257102375,4.6950874,119
2.2982554,2.302585092994046,2.9732188708611624,2.302585092994046,2.473678898732379,2.0612167906322734,2.3009357,120
2.31201,2.302585092994046,3.023840987055095,2.302585092994046,2.473678898732379,2.0540761369307643,2.216078,121
2.3235145,2.302585092994046,3.0571533848482617,2.302585092994046,2.473678898732379,2.22831382598645,2.3058639,122
2.9787252,2.4849066497880004,3.6086594745365415,2.949995585507023,4.095925533489546,3.5126296861198076,3.421815,123
2.312825,2.302585092994046,3.067112869440923,2.302585092994046,2.473678898732379,2.398114820833645,2.2380693,124
4.3224087,2.8903717578961645,3.480675228965301,5.405163431221475,4.095925533489546,3.52538700919544,4.1279216,125
2.580965,2.302585092994046,3.0677753440314803,2.302585092994046,2.473678898732379,2.4502732699194567,2.7631702,126
2.2509267,2.302585092994046,3.0605367066192284,2.302585092994046,2.473678898732379,2.3344359378059067,2.4289577,127
2.3147025,2.302585092994046,3.0914905139195183,2.302585092994046,2.473678898732379,2.287181156314648,2.5523777,128
2.324608,2.302585092994046,3.0817277665188465,2.302585092994046,2.473678898732379,2.2586921578757715,2.2775402,129
4.653561,4.804021044733257,3.2816728675404083,4.6693232783316425,4.095925533489546,3.2499105965247916,4.508428,130
2.3955398,2.302585092994046,3.138905417349606,2.302585092994046,2.473678898732379,2.2887126379654723,2.2220314,131
4.3861284,7.290292882446597,3.4546402687861284,3.9175529904909805,4.095925533489546,3.4340988579093437,3.6676228,132
2.2884922,2.302585092994046,3.0943001683427944,2.302585092994046,2.473678898732379,2.1860462366492013,2.5325449,133
2.622845,2.302585092994046,3.2091860640651286,2.9299849085886387,2.473678898732379,2.660564493048875,2.6915188,134
5.33292,6.495265555937008,3.4042830062268865,4.119741246531664,4.095925533489546,3.4160276619498613,5.3729196,135
3.287926,2.302585092994046,3.648416366406306,3.303306830927362,4.095925533489546,3.543974323541206,3.3374705,136
2.3013072,2.302585092994046,3.081466620679314,2.302585092994046,2.473678898732379,2.2569196234206097,2.2159638,137
2.3461528,2.302585092994046,3.1821626792327193,2.302585092994046,2.473678898732379,2.5484680531382735,2.5147164,138
2.2920365,2.302585092994046,2.950162711690684,2.5316577759625845,2.473678898732379,2.3891656174882807,2.156971,139
5.377948,5.755742213586912,3.2461556478666003,4.577313522159734,4.095925533489546,3.0094701371574435,5.151766,140
2.390254,2.302585092994046,3.046407028893901,2.302585092994046,2.473678898732379,2.040877554709207,2.6109781,141
5.203663,4.219507705176107,3.2174810900638056,3.858932534690763,4.095925533489546,3.042382430536325,4.9972706,142
5.166427,4.219507705176107,3.324358053749359,5.738925476162727,4.095925533489546,3.2844784793264044,5.0316586,143
4.336655,2.772588722239781,3.482843756498072,3.3797944607579256,4.095925533489546,3.619038916181447,3.7313302,144
2.266992,2.302585092994046,3.097582633158803,2.302585092994046,2.473678898732379,2.1755715378657556,2.5951176,145
3.3423002,2.302585092994046,3.4134411911910063,3.5488118793749273,4.095925533489546,3.2006072670743517,3.3728008,146
2.3277469,2.302585092994046,3.116864701545429,2.4630485645371447,2.473678898732379,2.360727126195037,2.5156913,147
5.0720224,3.8066624897703196,3.201819717236834,3.0477397519300315,4.095925533489546,2.95103099143155,5.3191714,148
2.329558,2.302585092994046,3.039395573845609,2.897471626526589,2.473678898732379,2.063569851308922,2.4552794,149
2.329972,2.302585092994046,3.1884420964857756,2.302585092994046,2.473678898732379,2.556024475740434,2.4182105,150
4.126895,3.6109179126442243,3.5195973948285904,4.0273910402685225,4.095925533489546,3.507938893920977,3.8506079,151
3.464224,2.995732273553991,3.46793326949134,3.1931589184951665,4.095925533489546,3.4264911541978686,3.8839102,152
2.2683158,2.302585092994046,3.0431692298340254,2.302585092994046,2.473678898732379,2.229690883380312,2.5829577,153
4.1704407,5.10594547390058,3.276654420807157,5.50459232624095,4.095925533489546,2.9131945290528667,4.277037,154
2.3040156,2.302585092994046,2.989336948568139,2.302585092994046,2.473678898732379,2.1526678664586716,2.4332154,155
3.1293035,4.060443010546419,3.4079488659418677,3.2672406501693034,4.095925533489546,3.482175681576865,3.1211648,156
2.3013072,2.302585092994046,3.081729547222823,2.302585092994046,2.473678898732379,2.256856131853961,2.2191112,157
2.3050551,2.302585092994046,3.1149575133211536,3.0787317626105644,2.473678898732379,2.3214589044209144,2.5846958,158
2.3567533,2.302585092994046,3.1963453853919424,4.637577533413895,2.473678898732379,2.6346243420163353,3.1986241,159
2.5249662,2.302585092994046,3.0369886367803716,2.6840991688678084,2.473678898732379,2.6880021909648013,2.6263573,160
2.3357375,2.302585092994046,3.17381929176169,2.302585092994046,2.473678898732379,2.417348997875082,2.2266982,161
4.8334956,2.5649493574615367,3.348507694528495,3.4410648419883696,4.095925533489546,3.2813009228952192,4.443756,162
5.2338943,5.111987788356544,4.236174618965826,5.774159985809627,4.095925533489546,6.943119280250551,5.1904483,163
5.592385,5.5053315359323625,5.033964321860939,5.614882478833283,4.095925533489546,11.06760308427168,6.6752977,164
4.6883783,7.158513997329321,3.275110754848639,3.9653326702853153,4.095925533489546,2.984398996619545,3.8803961,165
3.390843,3.8501476017100584,3.551945115219997,2.994949800301759,4.095925533489546,3.61798081831679,3.7867134,166
2.3222141,2.302585092994046,3.1021652025843394,2.302585092994046,2.473678898732379,2.326962853117391,2.5124352,167
3.5675497,2.302585092994046,3.44960820994674,4.308647442280675,4.095925533489546,3.435463986409046,3.6574485,168
3.0520515,2.302585092994046,3.1544184903681898,2.4495317592195756,2.473678898732379,2.7178379133037884,2.6618264,169
3.0923662,2.302585092994046,3.4601680633511545,2.302585092994046,4.095925533489546,3.4011557491335185,3.7682614,170
4.7619925,5.278114659230517,3.279055541333206,5.4161642843025115,4.095925533489546,3.1477569458517496,4.8586535,171
2.3124125,2.302585092994046,3.0876413206657207,2.302585092994046,2.473678898732379,2.2909428783080266,2.3211815,172
2.3179076,2.302585092994046,3.1435118903918835,2.302585092994046,2.473678898732379,2.2876002656837,2.237117,173
2.3014565,2.302585092994046,2.928033968719881,2.302585092994046,2.473678898732379,2.2310067254749613,2.548906,174
2.3542273,2.302585092994046,3.06514863036171,2.302585092994046,2.473678898732379,2.3908352771327364,2.3360672,175
2.3027687,2.302585092994046,3.081467486993646,2.302585092994046,2.473678898732379,2.076211566919153,2.578555,176
4.5349956,5.0238805208462765,3.3023906381524606,4.025245104345674,4.095925533489546,2.908361218656356,4.685666,177
2.3381844,2.302585092994046,3.0519805365567336,2.302585092994046,2.473678898732379,2.361536464331784,2.418015,178
2.2943065,2.302585092994046,3.1009029768996235,2.302585092994046,2.473678898732379,2.4955200048033177,2.4818738,179
2.308723,2.302585092994046,3.093872140920869,2.302585092994046,2.473678898732379,2.0792104795991,2.3574286,180
2.3441005,2.302585092994046,3.081491826920119,2.302585092994046,2.473678898732379,2.2227330354015074,2.3400056,181
2.3109102,2.302585092994046,3.0484930608901526,2.302585092994046,2.473678898732379,2.5608719196063294,2.5196664,182
3.3502877,3.8918202981106265,3.075035690885587,2.302585092994046,2.473678898732379,2.425061053682687,2.8563962,183
4.8624587,4.852030263919617,3.472962193779698,4.505921946404229,4.095925533489546,3.6771261540312605,4.816656,184
5.118966,5.214935757608986,3.270613855629092,2.302585092994046,4.095925533489546,3.0217430844523774,5.0383096,185
2.2981217,2.302585092994046,3.0579650324740917,2.302585092994046,2.473678898732379,2.257163974148236,2.2086592,186
2.311451,2.302585092994046,3.0492665865792623,2.302585092994046,2.473678898732379,2.377721238660169,2.0783484,187
2.3040156,2.302585092994046,2.989336948568139,2.302585092994046,2.473678898732379,2.1526678664586716,2.4332154,188
4.053631,4.736198448394496,3.417824186251719,3.2741074988444563,4.095925533489546,3.5449074791901887,3.2415535,189
2.3215656,2.302585092994046,3.0777918760743725,2.302585092994046,2.473678898732379,2.2384429049915027,2.244439,190
4.271077,4.787491742782046,3.290880008275866,3.5828369008882954,4.095925533489546,2.878877589519226,4.5981216,191
3.0688694,2.302585092994046,3.353559168907707,4.122351000603747,4.095925533489546,3.394292165534735,3.642119,192
4.521408,4.189654742026425,3.2481325518591833,5.135008160183872,4.095925533489546,3.195208609327353,5.06613,193
3.50198,2.772588722239781,3.480909421575429,4.725791389535626,4.095925533489546,3.5712457637934008,3.703586,194
2.3401003,2.302585092994046,3.110628460776922,2.302585092994046,2.473678898732379,2.320309322194691,2.3316307,195
3.0923662,2.833213344056216,3.4601680633511545,2.302585092994046,4.095925533489546,3.4011557491335185,3.7682614,196
2.359188,2.302585092994046,3.1469892325678446,2.302585092994046,2.473678898732379,2.478561209255845,2.7417893,197
3.116625,2.4849066497880004,3.41077991047106,3.952431259726478,4.095925533489546,3.1283412192272064,3.2378254,198
2.3478198,2.302585092994046,3.017958483635996,2.9532575143551414,2.473678898732379,2.6259653185790657,2.3756173,199
2.3280723,2.302585092994046,3.170750143605327,2.302585092994046,2.473678898732379,2.4471362815895588,2.2430263,200
2.6357734,2.302585092994046,3.1205315778609672,3.256463119255872,2.473678898732379,2.717439712527974,2.9157708,201
2.3276372,2.302585092994046,2.988010830315539,2.302585092994046,2.473678898732379,2.172352194521448,2.365891,202
4.3861284,2.3978952727983707,3.4546402687861284,3.9175529904909805,4.095925533489546,3.4340988579093437,3.6676228,203
2.3584757,2.302585092994046,3.1128864805465595,2.302585092994046,2.473678898732379,2.2907179099702564,2.4284973,204
2.3381839,2.302585092994046,3.143522373011977,2.302585092994046,2.473678898732379,2.46971633903794,2.6979368,205
4.6940274,4.343805421853684,3.363280104555907,4.1128120243637145,4.095925533489546,3.1696279649089836,4.9900045,206
3.5734532,4.3694478524670215,3.0636565373600346,2.4352421557595885,2.473678898732379,2.217197122125469,3.004189,207
2.3229532,2.302585092994046,3.0610106877776078,2.302585092994046,2.473678898732379,2.346136362986322,2.5993297,208
5.433737,6.003887067106539,3.260553842756773,6.117282844179829,4.095925533489546,3.0774091233600886,4.8557158,209
3.0908685,2.70805020110221,3.3227747509867425,3.0195598185050727,4.095925533489546,3.4778811100491223,3.5627203,210
2.3284085,2.302585092994046,3.006808458043103,2.302585092994046,2.473678898732379,2.071438996318951,2.2420235,211
3.4280245,2.6390573296152584,3.098575325941325,2.302585092994046,2.473678898732379,2.2818523009426683,2.938645,212
2.2722979,2.302585092994046,2.9865075595712005,2.699893894273191,2.473678898732379,2.34991168715036,2.5575852,213
2.2801538,2.302585092994046,3.1333641568392077,2.302585092994046,2.473678898732379,2.3764909240195924,2.4082925,214
2.2958724,2.302585092994046,3.098598430941938,2.302585092994046,2.473678898732379,2.3181421096954278,2.4094963,215
5.0159364,5.840641657373398,3.4526747770764077,5.389266134935043,4.095925533489546,3.7932514625535174,5.179864,216
2.3438919,2.302585092994046,3.1346463058248997,2.302585092994046,2.473678898732379,2.4899510322561795,2.4079642,217
2.6866236,2.302585092994046,3.082806579603065,2.3481654821925346,2.473678898732379,2.491142091486339,2.441202,218
5.515968,5.123963979403259,3.4569441029708883,5.33079798989163,4.095925533489546,3.7648861442949575,5.439504,219
5.09794,6.559615237493242,3.2406037499466858,4.633155867315091,4.095925533489546,2.7862390489046653,5.462117,220
3.5493326,2.302585092994046,3.5580109017234074,4.9271324642683,4.095925533489546,3.757219520898721,3.869788,221
2.7439582,2.302585092994046,3.1700716166353096,3.034715973959181,2.473678898732379,2.976932553662978,3.3152258,222
2.818742,2.302585092994046,3.036008991378459,3.333156075721882,2.473678898732379,2.350185363315433,2.6201363,223
2.332059,2.302585092994046,3.0221665143666194,2.302585092994046,2.473678898732379,1.9353762966679873,2.3617053,224
2.4179602,2.302585092994046,3.1066399293532085,4.147274695134285,2.473678898732379,2.402893188818281,3.1018672,225
2.3743567,2.302585092994046,3.1850318860189617,2.7926087890058637,2.473678898732379,2.7405621100329967,2.7727602,226
3.5222707,2.302585092994046,3.4580666579546064,2.608528950899575,4.095925533489546,3.440391390424875,3.6305485,227
3.2861133,2.302585092994046,3.486658936157254,3.614872125629034,4.095925533489546,3.5754677674212543,3.4214272,228
2.3280723,2.302585092994046,3.170750143605327,2.302585092994046,2.473678898732379,2.4471362815895588,2.2430263,229
2.338152,2.302585092994046,3.0427062921806254,2.302585092994046,2.473678898732379,2.2270831757574125,2.6606896,230
3.3976405,3.295836866004329,3.5517279186812347,3.9164908433828876,4.095925533489546,3.331047355630546,3.77754,231
3.1374683,3.091042453358316,3.0917781573524814,3.1418093736854393,2.473678898732379,2.3951806995447753,2.837111,232
2.309988,2.302585092994046,2.991791366423287,2.302585092994046,2.473678898732379,2.5743997423473397,2.1927147,233
4.005698,3.871201010907891,3.253922933570598,4.67701619299833,2.473678898732379,2.868546570800167,4.212831,234
2.4049025,2.302585092994046,3.070647543421183,2.302585092994046,2.473678898732379,2.14637881275107,2.6791527,235
4.5990715,2.5649493574615367,3.5424047771034655,3.8816274947395577,4.095925533489546,3.77274080675451,4.0965147,236
3.5603857,2.302585092994046,3.5820535697586995,2.774352505252141,4.095925533489546,3.534839050043676,3.9046168,237
4.305932,6.907755278982137,3.450384773466804,2.6568515979407072,4.095925533489546,3.504403940640176,3.3252158,238
3.3043694,2.302585092994046,3.4331138115361814,3.003788560377675,4.095925533489546,3.5557717609024357,3.7091422,239
2.339262,2.302585092994046,2.9802266138404474,2.302585092994046,2.473678898732379,2.232324219169067,2.3056731,240
2.660852,2.302585092994046,3.1371606096966715,3.3026393470350612,2.473678898732379,2.5798763247238825,2.8760142,241
3.6750858,4.941642422609304,3.235059229291955,4.501881536839956,2.473678898732379,3.0083811047283677,4.974717,242
5.285684,4.8283137373023015,3.224702293901637,4.685752288789266,4.095925533489546,3.056540375987072,5.6830497,243
4.257416,4.143134726391533,3.413241689267946,2.6729862282250996,4.095925533489546,3.1179147142603054,3.3057916,244
3.0671432,2.302585092994046,3.3489984117310168,3.1444090504906645,2.473678898732379,2.854012806355243,3.1121244,245
2.332059,2.302585092994046,3.0221665143666194,2.302585092994046,2.473678898732379,1.9353762966679873,2.3617053,246
4.487685,2.6390573296152584,3.1979031956660435,4.657544866638248,4.095925533489546,3.013898125278243,4.6023088,247
4.9425926,5.497168225293202,3.529181250069659,3.6561386379842338,4.095925533489546,3.703705430543559,5.833937,248
3.8115494,2.995732273553991,3.356219446466962,3.2811701725898725,4.095925533489546,3.2121112273077634,3.3437753,249
2.3198743,2.302585092994046,3.083111572368366,2.302585092994046,2.473678898732379,2.2758864967595045,2.2104132,250
4.780041,5.204006687076795,3.505330111327228,3.1709646038044914,4.095925533489546,3.5588621407016245,3.5786428,251
2.3029513,2.302585092994046,2.9358307756945097,2.302585092994046,2.473678898732379,2.4328142625556097,2.0985134,252
3.5738049,2.302585092994046,3.394869555146495,4.316048917173447,4.095925533489546,3.267872055539195,4.228701,253
